  -34441.0000     -  -34210.8008       16.0000000    
  -34210.8008     -  -33980.6016       116.000000    
  -33980.6016     -  -33750.4023       635.000000    
  -33750.4023     -  -33520.2031       1887.00000    
  -33520.2031     -  -33290.0039       2925.00000    
  -33290.0039     -  -33059.8047       2644.00000    
  -33059.8047     -  -32829.6055       1326.00000    
  -32829.6055     -  -32599.4062       387.000000    
  -32599.4062     -  -32369.2070       62.0000000    
  -32369.2070     -  -32139.0078       2.00000000    
